20040824	NAME	WEIGHT	DESC	AAPO	YPD	Wort	RafA	Lova	HygB	GlyE	Calc	Caff	AntA	ActD	Alk-5g	Alk-15g	AraC	Arn	Ars	Ben	Bleo	Cis1	Cis4	CPTa	CPTc	Dox	Gal-5g	Gal-15g	H2O2	HU	Ida	IR	Lys	Mech	Mel	Min-5g	Min-15g	MMC	MMS	NaCl-5g	NaCl-15g	Nys-5g	Nys-15g	Oxa	SC	Sorb-5g	Sorb-15g	Thr	Tpt	TPZ	Trp	UVA	UVB	UVC
YIL170W	HXT12	1	unknown function	-0.395	0.034	-0.53	0.137	-0.651	0.167	0.005	0.115	0.003	0.014	-0.032	-0.346	-0.394	0.004	0.008	0.057	-0.105	0.017	0.019	-0.041	0.084	0.023	-0.367	-0.252	-0.077	-0.585	0.053	-0.378	-0.019	0.046	0.044	0.028	-0.359	-0.037	0.028	0.116	-0.464	-0.205	0.043	0.15	-0.003	0.075	-0.368	-0.234	-0.011	-0.039	-0.135	-0.063	0.022	-0.066	-0.017
YJL171C	YJL171C	1	unknown function	-0.177	0.127	-0.001	0.05	-0.061	0.029	-0.186	-0.114	0.063	-0.094	0.059	0.027	-0.116	-0.178	-0.011	0.181	-0.115	0.034	-0.006	-0.041	-0.032	-0.021	0.072	0.1	-0.04	0.052	-0.049	-0.048	0.04	-0.101	0.093	0.032	0.112	0.101	0.039	-0.215	0.075	-0.058	0.098	0.221	-0.034	0.01	0.043	0.164	-0.077	-0.005	-0.027	0.053	-0.09	-0.036	0.073
YKL214C	YRA2	1	poly(A)+ mRNA-nucleus export	0.071	0.027	0.087	-0.098	0.133	0.217	0.039	0.078	0.147	0.101	0.079	-0.277	0.028	0.08	-0.072	0.078	-0.016	0.025	-0.05	-0.041	-0.012	0.071	-0.021	-0.184	-0.087	0.271	0.046	-0.034	0.002	-0.136	0.027	0.004	-0.254	-0.027	0.04	0.009	-0.213	-0.178	-0.128	-0.116	0.209	-0.147	-0.132	0.058	-0.254	0.098	0.005	-0.241	-0.007	-0.093	-0.064
YLL023C	YLL023C	1	unknown function	-0.365	0.015	-0.048	0.218	-0.185	0.088	0.015	0.12	-0.022	-0.036	-0.132	0.117	0.222	-0.189	0.072	0.105	-0.031	0.024	-0.081	-0.041	0.019	-0.033	0.258	0.231	0.12	-0.113	0.015	-0.131	0.023	0.014	0.026	-0.066	0.21	0.005	-0.052	-0.151	0.118	0.08	0.101	0.122	-0.038	0.014	0.137	0.174	-0.048	-0.001	-0.137	0.091	0.041	0.006	0.04
YMR265C	YMR265C	1	unknown function	0.041	0.081	-0.086	-0.026	-0.045	-0.094	-0.033	-0.063	-0.122	0.045	-0.252	-0.041	-0.06	-0.469	0.055	-0.047	-0.171	0.065	0.043	-0.041	0.143	-0.028	0.128	-0.009	0.026	0.002	0.026	-0.132	0.03	-0.187	-0.312	0.093	-0.087	-0.079	-0.016	-0.151	-0.046	0.023	-0.147	-0.163	0.064	-0.113	0.05	-0.024	-0.076	-0.155	-0.029	-0.09	0.083	0.028	-0.013
YMR279C	YMR279C	1	unknown function	0.286	0.1	-0.116	0.036	-0.204	0.005	-0.037	0.101	-0.055	0.032	-0.078	-0.097	0.008	-0.33	0.095	0.035	-0.22	0.024	0.029	-0.041	0.071	0.024	0.119	0.082	0.204	0.138	0.093	0.005	0.027	-0.309	0.005	0.081	-0.16	0.074	0.059	0.046	-0.051	-0.072	-0.125	-0.146	-0.077	-0.186	-0.159	-0.007	-0.215	-0.126	0.117	-0.221	-0.116	-0.018	-0.005
YNL092W	YNL092W	1	unknown function	0.201	0.06	-0.081	0.002	-0.046	0.061	0.066	0.02	-0.004	0.036	0.033	0.085	0.068	0.112	0.015	0.035	-0.065	-0.04	0.008	-0.041	-0.005	-0.04	-0.001	-0.088	-0.028	0.124	-0.062	-0.022	0.088	0.018	0.019	-0.05	0.117	0.034	0.008	-0.282	0.01	-0.032	0.048	0.06	0.062	-0.012	0.048	0.031	-0.002	0.034	0.031	0.03	0.034	0.054	0.03
YNL278W	CAF120	1	regulation of transcription from Pol II promoter	-0.09	0.084	-0.195	-0.047	-0.241	0.006	0.143	0.175	-0.011	0.104	0.15	0.116	-0.124	-0.371	0.007	0.04	0.05	0.011	0.03	-0.041	0.037	-0.012	0.017	0.136	0.068	-0.05	-0.032	-0.051	0.167	-0.123	-0.077	-0.001	-0.134	0.095	-0.026	-0.071	0.17	0.082	-0.013	-0.101	-0.057	-0.053	-0.357	-0.442	-0.048	-0.012	-0.134	-0.016	0.066	0.102	0.08
YNL328C	MDJ2	1	protein folding	-0.152	0.028	0.015	0.029	-0.039	-0.051	-0.098	-0.135	-0.154	-0.055	0.149	-0.035	0.13	-0.415	-0.098	-0.023	0.039	0.014	-0.005	-0.041	0.068	-0.009	0.114	0.013	0.135	-0.167	-0.122	-0.079	-0.022	-0.464	-0.017	0.005	0.055	0.164	-0.152	0.008	0.087	0.183	-0.407	-0.325	0.089	-0.42	-0.041	0.051	-0.364	-0.177	-0.075	-0.465	-0.055	0.023	0.003
YOR040W	GLO4	1	carbohydrate metabolism	-0.176	0.06	-0.063	-0.044	-0.049	0.013	-0.003	0.003	-0.033	-0.002	-0.109	-0.031	-0.041	-0.264	-0.03	0.061	-0.144	0.077	0.01	-0.041	0.008	0.021	0.279	-0.007	-0.002	-0.138	-0.01	-0.106	0.039	-0.194	-0.099	-0.004	0	0.026	0.061	0.016	-0.09	-0.072	-0.108	-0.136	0.007	-0.104	-0.009	0.072	-0.176	-0.047	-0.084	-0.065	0.032	0.014	-0.023
YOR144C	ELG1	1	negative regulation of DNA transposition*	0.109	-0.069	-0.082	-0.009	0.263	-0.014	0.371	0.107	0.163	0.161	0.087	-0.297	-0.206	-0.354	-0.146	0.04	0.709	-0.107	0.181	-0.041	-0.001	-0.183	0.035	0.27	0.307	-0.227	-0.006	-0.2	0.071	-0.088	-0.043	-0.001	-0.395	-0.108	-0.066	-0.574	-0.151	-0.039	-0.18	-0.252	0.221	-0.051	-0.362	-1.157	-0.219	0.01	-0.111	-0.133	-0.014	0.119	0.114
YOR228C	YOR228C	1	unknown function	-0.039	0.039	0.123	-0.036	0.154	0.002	-0.046	-0.01	-0.008	-0.048	0.004	-0.101	0.075	-0.092	0.015	0.022	0.099	0.02	-0.028	-0.041	0.224	0.023	0.097	0.064	0.03	-0.048	-0.06	0.191	0.158	-0.278	0.062	0.006	-0.117	-0.083	0.058	0.011	0.04	0.143	-0.176	-0.136	0.039	-0.301	-0.127	0.083	-0.222	0.112	-0.088	-0.28	-0.069	0.154	0.146
YPL145C	KES1	1	vesicle-mediated transport*	-0.27	0.07	0.14	-0.024	-0.419	-0.325	0.027	-0.17	-0.062	-0.062	-0.551	0.288	-0.328	-0.056	-0.156	0.16	-0.105	-0.111	-0.03	-0.041	0.01	-0.073	-0.291	0.364	0.039	-0.03	-0.12	-0.345	-0.184	0.281	-0.045	-0.009	-0.197	-0.025	-0.02	-0.237	0.399	-0.092	0.336	0.069	0.111	0.282	-0.149	-0.671	0.202	-0.116	-0.065	0.214	0.138	-0.005	-0.101
YBR075W	YBR075W	1	unknown function	-0.327	0.052	0.01	0.042	-0.194	-0.14	-0.085	-0.035	-0.134	0.054	0.079	-0.046	-0.049	0.064	-0.061	0.251	0.056	0.019	-0.07	-0.04	0.047	-0.012	0.105	0.013	-0.073	-0.691	-0.238	-0.16	-0.16	-0.228	0.03	-0.113	-0.705	-0.166	-0.024	-0.258	-0.012	-0.091	-0.092	-0.044	-0.065	-0.123	-0.59	-1.269	-0.068	0.018	-0.066	-0.169	0.12	-0.024	-0.173
YBR138C	YBR138C	1	unknown function	-0.401	-0.019	0.104	-0.109	0.073	0.178	-0.162	0.026	0.26	-0.157	-0.013	-0.066	-0.11	0.108	0.009	0	-0.21	0.141	-0.036	-0.04	-0.065	-0.006	-0.072	-0.115	-0.048	-0.184	-0.089	-0.039	-0.027	0.042	-0.018	-0.006	0.005	-0.092	0.001	0.067	-0.144	-0.058	0.088	0.15	0.028	0.063	0.09	0.274	-0.037	-0.065	-0.153	0.068	-0.705	-0.037	-0.01
YBR300C	YBR300C	1	unknown function	-0.366	0.024	-0.132	-0.177	-0.243	0.087	0.069	0.065	-0.341	0.032	-0.182	-0.19	0.145	-0.049	-0.112	0.233	-0.823	0.001	0.074	-0.04	0.042	0.028	-0.137	-0.099	-0.33	-0.327	-0.178	0.366	-0.077	-0.006	-0.116	-0.018	0.109	0.146	0.071	0.154	-0.234	-0.478	-0.134	-0.262	-0.025	-0.114	-0.229	-0.062	-0.096	-0.15	-0.051	-0.159	-0.104	0.015	-0.003
YDR104C	SPO71	1	spore wall assembly (sensu Saccharomyces)	0.144	0.054	0.074	-0.069	0.08	0.188	-0.14	-0.088	0.17	-0.101	0.046	0.141	0.142	0.072	-0.126	0.246	0.018	-0.119	0.066	-0.04	0.075	0.05	0.085	0.081	-0.077	0.345	-0.118	0.017	-0.027	0.072	-0.079	0.043	0.158	0.081	-0.038	-0.1	0.071	0.017	0.1	-0.515	0.096	0.042	0.095	0.081	0.003	-0.177	-0.106	0.077	-0.019	-0.039	-0.034
YGR041W	BUD9	1	bud site selection	0.147	0.037	-0.011	-0.131	-0.041	0.238	-0.044	-0.118	0.094	0.055	0.053	0.279	0.482	0.107	-0.056	0.034	0.043	-0.089	-0.061	-0.04	-0.075	0.017	-0.009	-0.03	0.086	0.545	-0.049	-0.131	-0.053	-0.194	0.061	-0.02	-0.047	0.16	-0.135	-0.42	0.229	0.548	-0.135	-0.134	-0.029	-0.252	-0.091	-0.336	-0.194	0.053	0.029	-0.253	0.135	-0.093	-0.132
YIL055C	YIL055C	1	unknown function	-0.293	0.086	-0.106	0.13	-0.188	0.089	-0.048	0.32	-0.179	0.076	-0.173	0.217	0.237	-0.267	0.027	0.126	-0.223	-0.051	0.008	-0.04	0.018	-0.007	-0.006	0.148	0.094	-0.444	-0.039	-0.051	0.055	-0.001	-0.243	-0.108	0.207	0.11	-0.112	0.471	0.121	0.244	0.066	0.027	0.108	0.033	0.06	-0.036	0.06	-0.064	-0.394	0.034	0.074	0.086	0.076
YIL088C	AVT7	1	transport	-0.347	0.112	0.13	-0.053	-0.081	0.097	-0.206	-0.049	0.078	-0.14	0.084	0.109	0.004	-0.233	0.028	0.228	0.017	0.015	-0.069	-0.04	0.016	-0.008	-0.049	-0.029	-0.265	-0.53	-0.016	-0.074	0.012	0.071	-0.022	0.016	-0.034	0.011	0.016	-0.154	0.104	-0.178	0.235	0.067	-0.033	0.089	0.207	0.056	0.163	-0.005	-0.188	0.109	0.114	-0.043	-0.052
YJR105W	ADO1	1	purine base metabolism	1.048	-0.917										-0.667	-0.694			0.211	1.709		0.178	-0.04		-0.028		0.417	0.898	1.195	0.343			-0.112	0.265		-0.963	-1.424		0.684	-0.559	-0.538	-0.057	-0.324		-0.455	-0.671	-1.563	-0.118	0.028	0.319	-0.606	-0.258		
YJR122W	CAF17	1	unknown function	0.292	-0.809	0.126	-0.287	0.789	-0.061	-0.647	0.03	0.218	-0.061	1.823	-0.018	0.701	0.337		0.215	0.321		0.139	-0.04	-0.06	0.245		-0.13	-0.564	-0.832	-0.094	0.968		-0.68	0.128	0.808	-0.55	-0.878		0.36	-0.107	0.25	-0.233	-0.169		-0.402	0.244	-0.527	-0.587	-0.078	0.821	-0.077	0.194		
YKL155C	RSM22	1	protein biosynthesis	-1.424	-0.143	0.037	0.056	0.572	0.018	-1.155	0.355	0.463	0.038	0.813	-0.124	-0.067	0.096	-0.047	0.068	0.436	-0.104	-0.166	-0.04	-0.01	0.058	0.067	-0.398	-0.864	-2.051	-0.048	0.511	0.222	-0.343	0.311	0.204	-0.376	-0.428	0.102	0.06	-0.206	0.021	-0.051	0.084	-0.144	-0.209	-0.152	-0.45	-0.285	0.068	0.299	-0.112	-0.359	0.226	0.11
YKR042W	UTH1	1	mitochondrion organization and biogenesis	0.384	0.037	0.116	-0.113	0.256	0.01	-0.155	0.014	-0.099	-0.082	0.387	-0.169	-0.016	0.089	0.115	0.131	0.056	-0.007	-0.129	-0.04	0.147	0.075	-0.143	-0.18	-0.277	0.57	0.106	-0.046	0.189	-0.028	0.189	-0.035	-0.18	-0.298	-0.023	0.084	-0.2	-0.5	-0.04	0.106	0.143	-0.014	-0.066	-0.059	-0.111	0.171	-0.075	-0.085	0.009	0.011	0.06
YLR035C	MLH2	1	DNA repair	-0.221	0.07	-0.095	-0.021	-0.109	0.043	0.027	0.04	-0.061	0.078	-0.079	0	0.103	0.081	-0.025	0.057	-0.206	0.04	0.018	-0.04	0.106	-0.004	0.054	0.042	0.162	-0.326	0.006	0.044	0.066	-0.18	-0.028	0.01	-0.153	0.088	-0.027	-0.238	0.072	0.071	-0.033	0.045	0.018	-0.122	-0.117	-0.034	-0.114	0.115	-0.352	-0.08	0.157	0.029	0.048
YLR082C	SRL2	1	"nucleobase, nucleoside, nucleotide and nucleic acid metabolism"	-0.249	0.051	-0.119	0.114	-0.217	0.061	0.119	0.292	-0.041	0.154	0.028	0.117	0.08	0.025	0.017	0.109	-0.112	0.038	-0.075	-0.04	0.04	0.001	0.056	0.105	0.034	-0.235	0	-0.006	0.011	0.03	-0.058	0.004	0.144	0.072	0.032	0.231	0.198	0.206	0.051	0.093	-0.006	0.07	0.023	-0.093	-0.006	-0.03	0.01	0.094	0.182	0.042	0.068
YMR306C-A	YMR306C-A	1	unknown function	-0.422	0.057	0.122	-0.066	-0.064	-0.002	-0.199	-0.196	0.001	-0.164	0.045	0.025	-0.268	-0.431	-0.02	0.267	-0.196	0.01	-0.007	-0.04	-0.017	0.005	0.062	0.037	-0.026	-0.425	-0.01	-0.121	0.018	-0.133	0.017	0.004	0.212	0.125	0.05	-0.205	-0.042	-0.084	-0.01	-0.107	0.018	-0.136	0.106	0.142	-0.175	0.185	-0.188	-0.038	-0.101	-0.032	-0.034
YNL090W	RHO2	1	cell wall organization and biogenesis*	-0.739	0.118	-0.048	0.124	0.102	-0.053	-0.105	0.209	-0.153	0.049	0.073	-0.325	-1.313	-0.025	0.03	-0.025	-0.052	-0.054	0.015	-0.04	-0.088	-0.032	-0.095	0.067	0.253	-0.761	0	-0.345	0.04	-0.021	-0.155	-0.118	-0.061	-0.158	0.065	0.168	0.027	-0.063	0.042	0.118	-0.129	0.044	-0.086	-0.113	-0.089	-0.018	-0.205	-0.084	0.085	-0.006	-0.07
YOL048C	YOL048C	1	unknown function	0.313	0.071	0.119	-0.082	-0.142	0.044	-0.281	-0.243	-0.079	-0.209	0.073	0.095	0.091	-0.34	-0.099	0.121	0.057	0.014	0.004	-0.04	0.218	-0.016	-0.032	-0.014	-0.036	0.147	-0.07	-0.014	0.131	0.039	0.197	-0.046	0.126	0.071	-0.075	-0.345	0.016	-0.103	0.111	0.064	0.032	0.019	0.183	0.129	0.142	0.023	-0.014	-0.02	0.043	0.192	0.158
YOR314W	YOR314W	1	unknown function	0.286	0.166	0.126	0.077	-0.217	0.007	-0.035	0.12	-0.021	0.035	-0.026	0.25	0.128	-0.209	-0.029	0.095	-0.007	-0.019	-0.003	-0.04	-0.044	0.045	-0.039	0.185	0.002	0.125	0.043	-0.156	-0.087	0.057	0.082	0.077	-0.507	-0.063	-0.059	-0.074	0.223	-0.115	0.188	0.161	-0.016	0.1	-0.497	-0.858	0.235	0.077	-0.059	0.085	0.108	-0.017	-0.069
YPL073C	YPL073C	1	unknown function	0.332	0.092	-0.26	0.086	-0.06	-0.038	0.021	0.009	-0.059	0.037	-0.045	0.384	0.431	-0.127	-0.024	0.05	-0.016	-0.051	-0.105	-0.04	-0.038	-0.13	0.054	0.372	0.097	0.149	0.072	-0.087	0.067	0.004	0.011	-0.01	-0.101	0.066	-0.053	0.077	0.339	0.253	-0.026	-0.013	-0.636	-0.01	-0.335	-0.702	0.024	-0.045	-0.072	-0.024	0.134	0.169	0.18
YPL185W	YPL185W	1	unknown function	-0.157	0.071	0.134	-0.078	0.042	-0.003	-0.097	-0.18	-0.054	-0.1	-0.004	0.134	0.042	-0.253	-0.018	0.105	-0.042	0.055	-0.023	-0.04	0.109	0.046	0.107	0.103	0.061	-0.237	-0.027	0.055	0.068	-0.2	0.03	0.038	0.217	0.088	-0.005	0.072	0.029	-0.044	-0.055	-0.223	0.003	-0.246	0.075	0.128	-0.252	-0.054	-0.083	-0.089	0.064	0.006	0.02
YPL225W	YPL225W	1	unknown function	0.427	-0.285	0.072	0.044	0.309	-0.042	-0.025	-0.111	0.267	-0.001	-0.495	-0.142	-0.023	-0.357	-0.051	-0.042	-0.055	0.068	0.09	-0.04	-0.026	0.165	-0.001	-0.084	-0.4	0.487	0.209	0.207	0.161	0.043	-0.076	-0.041	-0.003	0.023	0.154	0.516	-0.125	-0.181	-0.214	-0.162	-0.15	0.13	0.203	0.009	0.074	-0.032	0.121	0.204	-0.021	0.022	0.065
YBR022W	YBR022W	1	unknown function	-0.089	0.025	-0.05	0.046	-0.023	0.08	0.017	0.148	-0.013	0.072	-0.031	-0.075	-0.203	-0.033	-0.021	-0.176	0.033	-0.06	-0.012	-0.039	0.094	-0.007	0.039	-0.183	-0.229	-0.185	0.101	-0.051	-0.037	0.079	0.051	-0.039	-0.133	-0.101	0.023	0.074	-0.079	-0.105	0.071	0.202	-0.274	0.138	0.039	-0.048	0.048	0.083	-0.068	0.033	0.092	0.013	0.016
YDL180W	YDL180W	1	unknown function	0.113	0.009	-0.402	0.008	0.064	0.005	0.31	0.204	-0.306	0.303	-0.128	-0.182	-0.56	0.077	-0.013	0.124	-0.071	0.04	0.009	-0.039	0.069	-0.006	0.06	-0.15	-0.071	-0.049	-0.003	-0.004	0.022	-0.123	0.037	-0.033	-0.309	0.002	0.065	0.027	-0.083	-0.232	-0.159	-0.053	-0.069	-0.211	-0.381	-0.61	-0.152	0.061	-0.056	-0.132	0.008	-0.023	0.029
YDR033W	MRH1	1	unknown function	0.225	0.094	-0.08		0.124	0.067	-0.153	0.018	0.041	-0.168	0.075	0.094	0.09	0.058	0.105	-0.248	-0.01	0.035	-0.044	-0.039	-0.122	-0.018	0.113	-0.021	0.14	-0.072	-0.094	-0.256	0.029	-0.214	0.289	-0.009	-0.181	0.053	0.013	0.094	0.219	0.285	-0.15	-0.235	-0.04	-0.248	-0.237	-0.372	-0.119	0.084	-0.113	-0.242	-0.095	-0.032	-0.053
YEL009C	GCN4	1	regulation of transcription from Pol II promoter*	-0.301	0.033	0.022	-0.117	-0.343	-0.097	-0.033	-0.096	-0.107	0.003	-0.102	-0.314	0.143	-0.045	-0.238	0.058	-0.096	0.028	0.012	-0.039	-0.038	-0.07	0.284	0.15	0.243	-0.125	-0.033	-0.144	-0.038	-0.127	-0.02	-0.042	-0.897	-2.287	0.027	-0.298	-0.094	0.704	0.017	0.166	0.034	-0.105	-0.276	-0.154	-0.014	0.023	0.112	-1.126	0.149	-0.047	-0.027
YER040W	GLN3	1	positive regulation of transcription from Pol II promoter*	0.211	-0.78	-0.117	0.096	0.286	-0.52	0.446	0.432	0.855	-0.007	0.402	0.001	1.412	-0.459	0.283	-0.394	2.123	-0.102	0.339	-0.039	0.13	0.135	0.064	0.122	0.997	0.561	0.708	0.678	0.45	0.04	0.304	-0.287	-0.116	-0.354	0.264	0.563	-0.078	0.177	-0.064	-0.067	1.076	0.009	0.185	-0.43	-0.051	0.235	0.179	0.167	-0.279	0.179	0.347
YER085C	YER085C	1	unknown function	-0.138	0.048	-0.038	0.042	-0.132	-0.026	-0.146	-0.081	-0.139	-0.089	-0.01	0.083	0.168	-0.253	-0.099	-0.031	-0.089	0.09	0.035	-0.039	0.055	-0.002	0.039	0.07	-0.004	0.153	0.121	-0.121	-0.05	-0.144	0.116	0.044	0.043	0.117	-0.055	-0.053	0.085	0.058	-0.068	-0.098	0.084	-0.129	0.105	0.08	-0.095	0.009	0.006	-0.054	0.118	-0.027	-0.025
YGR117C	YGR117C	1	unknown function	0.165	-0.043	-0.051	-0.13	0.041	0.21	-0.091	-0.073	0.172	-0.02	0.087	-0.624	-0.348	0.114	0.124	-0.104	-0.047	0.056	-0.103	-0.039	0.037	-0.025	0.102	-0.363	-0.169	0.55	0.023	-0.066	-0.101	-0.005	-0.165	0.009	-0.562	-0.171	0.138	-0.143	-0.508	-0.537	0.005	0.13	-0.076	-0.021	-0.4	-0.345	-0.17	-0.025	0.03	-0.066	-0.026	-0.051	-0.047
YGR157W	CHO2	1	phosphatidylcholine biosynthesis	-0.325	-0.017	-0.095	-0.067	-0.096	0.073	0.07	0.225	-0.054	0.183	0.062	0.266	0.451	0.086	0.202	0.126	-0.554	0.045	-0.088	-0.039	-0.079	-0.005	-0.038	-0.108	0.012	-0.075	0.039	-0.163	-0.04	-0.212	0.087	0.04	-0.061	-0.24	0.047	-0.097	0.228	0.468	-0.093	-0.062	-0.209	-0.318	-0.244	-0.182	-0.126	0.131	0.07	-0.175	-0.09	-0.022	-0.032
YIL053W	RHR2	1	response to osmotic stress*	-0.213	0.165	-0.16			0.285	0.091	0.39	0.065	-0.14	0.518	0.287	0.923	-0.159	-0.089	-0.008	0.234	0.215	-0.159	-0.039	0.114	0.091	0.283	-0.049	0.078	-0.764	0.207	0.547	0.204	0.018	0.206	0.221	-0.4	-1.232	0.023	0.068	-0.411	-0.41	-0.458	-0.849	0.265	0.053	-0.379	-0.606	-0.059	0.082	-0.576	-0.092	-0.022	0.296	0.264
YJR099W	YUH1	1	protein deubiquitination	-0.263	0.058	0.062	-0.029	-0.041	0.025	-0.088	-0.099	-0.129	-0.025	-0.063	0.198	0.258	-0.062	-0.014	0.258	-0.026	-0.043	0.039	-0.039	0.028	-0.204	-0.038	0.1	0.019	-0.515	-0.145	-0.133	0.013	-0.176	0.009	0.014	0.09	0.105	-0.045	-0.317	0.05	0.149	-0.143	-0.166	0.037	-0.166	-0.019	0.078	-0.178	-0.01	-0.115	-0.105	0.041	-0.001	-0.014
YJR147W	HMS2	1	pseudohyphal growth	0.225	0.072	0.116	-0.02	0.069	0.046	-0.323	-0.133	-0.014	-0.159	0.043	-0.043	-0.149	0.041	-0.087	-0.118	-0.038	-0.092	0.01	-0.039	0.018	-0.041	0.045	0.069	-0.012	0.031	-0.189	0.022	0.019	-0.207	0.264	-0.051	0.089	0.065	-0.067	-0.418	-0.02	-0.052	-0.121	-0.109	-0.028	-0.222	0.014	0.108	-0.185	0.16	0.006	-0.155	0.124	-0.028	-0.046
YKR035C	YKR035C	1	unknown function	0.11	0.143	0.15	-0.065	-0.127	-0.503	-0.114	-0.725	-0.326	0.171	-0.721	0.776	0.901	0.14	-0.091	0.179	0.33	-0.024	-0.175	-0.039	0.005	0.028	-0.199	0.388	-0.075	0.471	-0.032	-0.279	-0.082	0.677	0.029	0.025	-0.273	0.191	0.013	0.072	0.61	0.396	-0.578	-1.248	-0.118	0.53	-0.023	-0.902	0.578	-0.105	-0.27	0.638	0.101	-0.02	-0.089
YLR118C	YLR118C	1	unknown function	-0.222	0.045	0.035	-0.021	-0.027	-0.092	-0.151	-0.17	-0.177	-0.094	0.105	0.254	0.276	0.094	-0.033	0.115	-0.106	-0.009	0.004	-0.039	0.076	-0.027	0.024	0.09	0.019	-0.441	0.078	-0.138	-0.006	-0.113	-0.082	0.026	0.199	0.088	0.024	-0.065	0.171	0.186	-0.13	-0.1	-0.045	-0.119	-0.226	0.098	-0.104	0.034	-0.061	-0.072	0.176	-0.018	-0.038
YMR077C	VPS20	1	late endosome to vacuole transport	-0.205	-0.524	-0.168	-0.453	-0.364	-0.607	-0.192	0.328	-0.486	0.138	-0.255	0.089	0.218	0.09	0.026	0.181	-0.799	-1.163	-0.007	-0.039	-0.171	-0.008	-0.077	-0.223	-0.323	0.333	-0.144	0.232	0.023	0.091	-0.088	0.072	-0.183	-0.116		-0.053	-0.432	-0.851	-1.209	-1.099	0.06	0.071	0.066	-0.005	0.188	0.104	-0.334	0.19	-0.622	0.036	0.142
YMR233W	YMR233W	1	unknown function	-0.033	0.099	0.031		-0.087	-0.038	-0.369	-0.195	-0.07	-0.247	0.003	0.188	0.216	-0.376	-0.081	0.29	-0.188	0.018	-0.064	-0.039	0.107	0.249	0.136	0.108	0.159	0.386	0.113	-0.183	0.081	-0.171	-0.415	0.078	-0.014	0.111	-0.059	0.136	0.238	0.233	-0.141	-0.079	-0.071	-0.142	-0.085	0.069	-0.131	0.028	0.055	-0.083	-0.219	-0.01	0.029
YOR053W	YOR053W	1	unknown function	-0.036	0.079	0.014	-0.085	-0.056	-0.096	0.158	0.076	-0.055	0.127	-0.102	-0.016	-0.874	-0.442	-0.08	-0.016	-0.154	0.011	-0.005	-0.039	0.015	0.028	0.061	0.105	0.082	-0.191	0.139	-0.086	-0.058	-0.102	-0.04	0.018	0.096	0.081	-0.01	-0.065	0.065	0.017	-0.056	-0.124	-0.016	-0.171	-0.022	-0.033	-0.118	0.05	-0.15	-0.085	0.062	-0.027	-0.047
YOR129C	YOR129C	1	response to drug*	0.185	0.048	0.087	0.061	0.254	-0.087	-0.07	-0.008	-0.148	-0.061	-0.015	-0.201	-0.08	-0.112	-0.027	-0.012	0.049	0.047	-0.045	-0.039	0.06	0.048	0.039	0.105	0.022	-0.041	0.174	0.014	-0.036	-0.249	0.067	-0.035	-0.517	-0.126	0.098	0.167	-0.029	0.038	-0.242	-0.249	-0.059	-0.23	-0.475	-0.479	-0.306	-0.021	0.035	-0.234	0.055	0.012	0.008
YBR018C	GAL7	1	galactose metabolism	-0.377	0.051	0.003	-0.055	0.195	0.133	-0.263	0.06	0.116	-0.04	-0.047	-0.088	0.09	-0.084	0.002	0.061	-0.147	-0.048	-0.04	-0.038	-0.071	0.022	-0.045	-1.974	-2.669	-0.423	0.046	-0.129	0.156	-0.129	-0.238	-0.096	-0.003	0.028	0.054	0.016	-0.018	0.094	-0.135	0.074	-0.23	-0.122	0.013	0.291	-0.194	-0.093	-0.039	-0.156	0.162	0.104	0.13
YBR227C	MCX1	1	unknown function	-0.181	-0.002	-0.12	-0.055	0.013	0.031	0.025	0.109	-0.049	0.11	0.596	-0.244	-0.151	0.144	-0.012	0.108	-0.11	0.097	0.012	-0.038	0.048	-0.011	0.14	-0.155	0.102	-0.193	-0.048	-0.09	0.028	-0.428	0.014	0.197	-0.514	-0.087	0.044	-0.033	-0.242	-0.045	-0.358	-0.15	0.023	-0.327	-0.415	-0.443	-0.297	0.004	0.156	-0.258	-0.005	-0.046	-0.079
YDL050C	YDL050C	1	unknown function	0.115	0.085	0.073	0.028	0.157	0.066	0.149	0.238	-0.004	0.158	0.045	-0.062	-0.851	-0.037	-0.138	0.147	0.039	-0.08	0.001	-0.038	0.077	-0.029	-0.009	-0.102	-0.274	-0.113	-0.122	0.009	-0.018	0.012	0.013	-0.024	-0.044	-0.003	-0.011	-0.132	-0.026	-0.302	-0.045	-0.21	-0.071	-0.041	-0.04	-0.269	0.029	0.092	-0.049	-0.081	0.049	0.031	0.028
YDR349C	YPS7	1	unknown function	0.291	-0.208	0.003	-0.466	0.131	-1.617	0.077	-0.503	0.203	0.055	-0.33	-0.062	-0.292	0.081	0.029	-0.031	0.274	-0.297	-0.153	-0.038	0.109	-0.02	-0.23	-0.09	-0.37	0.365	0.109	0.105	0.117	0.044	-0.006	0.018	0.102	0.101	0.099	-0.097	0.185	0.427	-0.397	-0.459	-0.239	0.067	0.32	0.583	-0.07	-0.18	0.455	-0.071	0.031	0.06	0.096
