^SAMPLE = GSM30549
!Sample_title = No benomyl
!Sample_geo_accession = GSM30549
!Sample_status = Public on Nov 05 2004
!Sample_submission_date = Sep 13 2004
!Sample_last_update_date = May 27 2005
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = no benomyl
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_molecule_ch1 = total RNA
!Sample_source_name_ch2 = no benomyl
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_molecule_ch2 = total RNA
!Sample_description = A pool of 5,896 haploid-convertible heterozygous diploid yeast knockout (YKO) strains were sporulated.
!Sample_description = A pool of isogenic haploid MATa cells were obtained by selection on a magic medium without the drug benomyl at 30 degree for 2 days.
!Sample_description = Genomic DNA was prepared from this pool of freshly generated haploid cells and used as the template for PCR amplification of the TAGs identifying the YKOs with a pair of primers universal for either Uptags or Downtags.
!Sample_description = The PCR products from sample1 or sample2 were differentially labeled with Cy5 or Cy3.
!Sample_description = The Cy5- and Cy3-labeled Uptags and Downtags were mixed together and hybridized to a Hopkins-TagArray.
!Sample_description = Fluorescent array images were collected for both Cy5 and Cy3 with a GenePix4000B microarray scanner.
!Sample_description = The image data was annalyzed with a GenePix5.1 program.
!Sample_description = Keywords = benomyl, heterozygote, YKO
!Sample_platform_id = GPL1444
!Sample_contact_name = Xuewen,,Pan
!Sample_contact_email = xpan2@jhmi.edu
!Sample_contact_phone = 410-955-2477
!Sample_contact_laboratory = Boeke Lab
!Sample_contact_department = Department of Molecular Biology and Genetics
!Sample_contact_institute = Johns Hopkins University School of Medicine
!Sample_contact_address = 733 N. Broadway, Room 331
!Sample_contact_city = Baltimore
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 21205
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM30nnn/GSM30549/suppl/GSM30549_cy3.tif.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM30nnn/GSM30549/suppl/GSM30549_cy5.tif.gz
!Sample_series_id = GSE1752
!Sample_series_id = GSE1838
!Sample_data_row_count = 22575
#ID_REF = Serial identifier for probe
#F635_Median = Cy5 (F635) median fluorescence intensity
#B635_Median = Cy5 (F635) background median fluorescence intensity
#F532_Median = Cy3 (F532) median fluorescence intensity
#B532_Median = Cy3 (F532) background median fluorescence intensity
#F635-B635_Median = Background substracted Cy5 (F635) median fluorescence intensity
#F532-B532_Median = Background substracted Cy3 (F532) median fluorescence intensity
#VALUE = log ratio (log2 of PRE_VALUE)
#Flags =  
#PRE_VALUE = Normalized ratio defined by F635-B635_Median/F532-B532_Median
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	F635-B635_Median	F532-B532_Median	VALUE	Flags	PRE_VALUE
10822	60	61	80	79	-1	1		-50	
10823	55	59	91	80	-4	11		-50	
10824	65	59	99	80	6	19		-50	
10825	61	52	87	75	9	12		-50	
10826	48	49	80	69	-1	11		-50	
10827	67	52	98	75	15	23		-50	
10828	61	58	78	81	3	-3		-50	
10829	74	56	107	79	18	28		-50	
10830	55	51	94	79	4	15		-50	
10831	75	54	83	77	21	6		-50	
10832	67	52	95	75	15	20		-50	
10833	65	48	99	78	17	21		-50	
10834	61	50	96	72	11	24		-50	
10835	82	52	114	73	30	41		-50	
10836	73	52	90	75	21	15		-50	
10837	85	51	86	71	34	15		-50	
10838	62	52	85	71	10	14		-50	
10839	55	57	93	74	-2	19		-50	
10840	59	58	91	76	1	15		-50	
10841	54	55	82	75	-1	7		-50	
10842	68	58	109	79	10	30		-50	
10843	58	57	87	80	1	7		-50	
10844	70	53	101	77	17	24		-50	
10845	62	58	101	79	4	22		-50	
10846	77	56	106	83	21	23		-50	
10847	74	53	108	78	21	30		-50	
10848	69	52	103	74	17	29		-50	
10849	54	58	99	78	-4	21		-50	
10850	74	56	91	80	18	11		-50	
10851	62	56	99	77	6	22		-50	
10852	64	53	94	82	11	12		-50	
10853	76	57	87	78	19	9		-50	
10854	68	58	94	72	10	22		-50	
10855	115	66	154	81	49	73		-50	
10856	55	54	84	75	1	9		-50	
10857	57	57	83	74	0	9		-50	
10858	67	60	90	71	7	19		-50	
10859	73	53	100	76	20	24		-50	
10860	77	55	102	75	22	27		-50	
10861	90	55	161	76	35	85		-50	
10862	83	56	106	77	27	29		-50	
10863	80	57	107	82	23	25		-50	
10864	80	58	99	76	22	23		-50	
10865	81	58	100	74	23	26		-50	
10866	74	56	89	76	18	13		-50	
10867	58	56	108	73	2	35		-50	
10868	86	58	93	76	28	17		-50	
10869	64	63	104	76	1	28		-50	
10870	55	55	104	81	0	23		-50	
10871	75	57	127	74	18	53		-50	
10872	59	55	116	76	4	40		-50	
10873	71	57	107	75	14	32		-50	
10874	65	56	102	73	9	29		-50	
10875	70	58	96	76	12	20		-50	
10876	101	54	142	84	47	58		-50	
10877	61	51	82	71	10	11		-50	
10878	78	54	80	74	24	6		-50	
10879	55	56	98	72	-1	26		-50	
10880	65	56	104	75	9	29		-50	
10881	69	50	82	75	19	7		-50	
10882	59	60	126	86	-1	40		-50	
10883	72	52	112	78	20	34		-50	
10884	95	65	111	77	30	34		-50	
10885	58	55	104	73	3	31		-50	
10886	75	59	111	77	16	34		-50	
10887	71	57	99	80	14	19		-50	
10888	82	55	103	77	27	26		-50	
10889	71	56	111	72	15	39		-50	
10890	56	56	101	81	0	20		-50	
10891	71	52	111	79	19	32		-50	
10892	94	54	101	77	40	24		-50	
10893	78	53	92	77	25	15		-50	
10894	69	54	107	78	15	29		-50	
10895	74	55	93	80	19	13		-50	
10896	117	58	189	83	59	106		-50	
10897	98	52	159	81	46	78		-50	
10898	69	54	95	78	15	17		-50	
10899	76	56	133	79	20	54		-50	
10900	92	57	132	77	35	55		-50	
10901	91	58	147	78	33	69		-50	
10902	75	58	116	78	17	38		-50	
10903	86	53	154	76	33	78		-50	
10904	72	55	115	79	17	36		-50	
10905	66	58	95	74	8	21		-50	
10906	90	55	110	78	35	32		-50	
10907	103	58	126	76	45	50		-50	
10908	212	56	124	72	156	52		-50	
10909	75	57	107	73	18	34		-50	
10910	70	53	79	77	17	2		-50	
10911	140	55	107	74	85	33		-50	
10912	72	55	112	70	17	42		-50	
10913	69	57	119	72	12	47		-50	
10914	78	70	123	88	8	35		-50	
10915	78	60	113	75	18	38		-50	
10916	70	60	93	74	10	19		-50	
10917	119	58	173	80	61	93		-50	
10918	92	64	127	74	28	53		-50	
10919	83	59	89	77	24	12		-50	
10920	88	60	108	77	28	31		-50	
10921	72	56	87	74	16	13		-50	
10922	69	53	91	74	16	17		-50	
10923	65	53	109	79	12	30		-50	
10924	68	53	95	75	15	20		-50	
10925	58	54	101	76	4	25		-50	
10926	72	53	100	73	19	27		-50	
10927	70	53	94	77	17	17		-50	
10928	68	56	85	75	12	10		-50	
10929	67	56	91	73	11	18		-50	
10930	59	55	77	72	4	5		-50	
10931	65	56	84	74	9	10		-50	
10932	56	53	80	71	3	9		-50	
10933	56	51	76	72	5	4		-50	
10934	82	50	119	73	32	46		-50	
10935	86	63	156	80	23	76		-50	
10936	70	54	112	74	16	38		-50	
10937	72	56	94	81	16	13		-50	
10938	56	53	96	82	3	14		-50	
10939	63	53	82	79	10	3		-50	
10940	47	56	71	70	-9	1		-50	
10941	64	56	81	80	8	1		-50	
10942	64	55	100	78	9	22		-50	
10943	79	56	83	78	23	5		-50	
10944	62	56	81	79	6	2		-50	
10945	58	55	85	75	3	10		-50	
10946	61	53	82	78	8	4		-50	
10947	57	55	101	78	2	23		-50	
10948	90	46	116	76	44	40		-50	
10949	99	53	174	76	46	98		-50	
10950	97	54	166	78	43	88		-50	
10951	73	61	131	79	12	52		-50	
10952	80	65	140	89	15	51		-50	
10953	83	59	117	87	24	30		-50	
10954	86	54	106	84	32	22		-50	
10955	67	57	126	80	10	46		-50	
10956	60	52	103	76	8	27		-50	
10957	73	53	99	76	20	23		-50	
10958	58	55	72	77	3	-5		-50	
10959	64	55	103	76	9	27		-50	
10960	54	61	87	78	-7	9		-50	
10961	72	60	111	80	12	31		-50	
10962	90	54	121	74	36	47		-50	
10963	69	57	105	75	12	30		-50	
10964	57	60	116	73	-3	43		-50	
10965	59	61	88	73	-2	15		-50	
10966	112	60	184	79	52	105		-50	
10967	89	61	132	73	28	59		-50	
10968	78	61	112	79	17	33		-50	
10969	113	58	151	78	55	73		-50	
10970	93	58	126	81	35	45		-50	
10971	75	55	113	78	20	35		-50	
10972	86	60	121	81	26	40	0.4750853	-50	1.39
10973	75	59	122	79	16	43	-0.3219283	-50	0.80
10974	62	53	89	78	9	11	0.8073553	-50	1.75
10975	68	56	98	78	12	20	0.3561443	-50	1.28
10976	58	53	109	71	5	38	-1.8365013	-50	0.28
10977	67	54	94	71	13	23	0.2750073	-50	1.21
10978	52	52	107	74	0	33		-50	0.00
10979	53	57	112	82	-4	30		-50	-0.29
10980	74	56	96	71	18	25	0.6229303	-50	1.54
10981	75	54	99	71	21	28	0.6870613	-50	1.61
10982	2061	56	5371	75	2005	5296	-0.3040063	0	0.81
10983	61	51	87	74	10	13	0.7224663	-50	1.65
10984	66	54	96	78	12	18	0.5160153	-50	1.43
10985	72	51	99	71	21	28	0.6870613	-50	1.61
10986	168	53	302	76	115	226	0.1243283	-50	1.09
10987	54	60	104	83	-6	21		-50	-0.61
10988	58	56	107	79	2	28	-2.7369663	-50	0.15
10989	50	61	107	84	-11	23		-50	-1.02
10990	63	56	106	91	7	15	0.0000003	-50	1.00
10991	70	67	113	84	3	29	-2.1844253	-50	0.22
10992	54	66	116	92	-12	24		-50	-1.07
10993	89	67	135	94	22	41	0.2016343	-50	1.15
10994	6541	61	12160	85	6480	12075	0.2016343	0	1.15
10995	63	59	96	83	4	13	-0.5994623	-50	0.66
10996	79	59	111	82	20	29	0.5655973	-50	1.48
10997	67	59	102	81	8	21	-0.2863043	-50	0.82
10998	63	56	103	74	7	29	-0.9434163	-50	0.52
10999	72	60	101	77	12	24	0.0976113	-50	1.07
11000	60	54	94	74	6	20	-0.6438563	-50	0.64
11001	50	52	93	73	-2	20		-50	-0.21
11002	305	50	341	74	255	267	1.0285693	-50	2.04
11003	94	58	134	76	36	58	0.4114263	-50	1.33
11004	69	54	116	79	15	37	-0.2009133	-50	0.87
11005	45	49	91	75	-4	16		-50	-0.54
11006	72	55	108	75	17	33	0.1375043	-50	1.10
11007	59	52	78	71	7	7	1.0976113	-50	2.14
11008	115	56	141	86	59	55	1.2016343	-50	2.30
11009	58	56	108	75	2	33	-2.9434163	-50	0.13
11010	51	56	95	73	-5	22		-50	-0.49
11011	108	52	152	75	56	77	0.6415463	-50	1.56
11012	57	54	106	74	3	32	-2.3219283	-50	0.20
11013	69	57	108	75	12	33	-0.3584543	-50	0.78
11014	61	54	104	76	7	28	-0.8889693	-50	0.54
11015	60	60	97	82	0	15		-50	0.00
11016	134	64	157	88	70	69	1.1176953	-50	2.17
11017	60	65	187	85	-5	102		-50	-0.10
11018	69	63	129	85	6	44	-1.7858753	-50	0.29
11019	55	61	78	83	-6	-5	1.3617683	-50	2.57
11020	346	59	836	82	287	754	-0.3040063	-50	0.81
11021	67	59	93	81	8	12	0.5160153	-50	1.43
11022	152	60	275	79	92	196	0.0000003	-50	1.00
11023	182	52	245	67	130	178	0.6415463	-50	1.56
11024	67	56	103	79	11	24	-0.0291463	-50	0.98
11025	5298	55	10790	79	5243	10711	0.0703893	0	1.05
11026	76	58	94	74	18	20	0.9486013	-50	1.93
11027	175	54	222	79	121	143	0.8559903	-50	1.81
11028	9391	52	18938	77	9339	18861	0.0840643	0	1.06
11029	57	53	94	72	4	22	-1.3584543	-50	0.39
11030	68	50	85	81	18	4	3.2675363	-50	9.63
11031	79	53	117	77	26	40	0.4750853	-50	1.39
11032	71	49	103	77	22	26	0.8559903	-50	1.81
11033	626	49	1072	68	577	1004	0.2986583	0	1.23
11034	2969	56	9056	77	2913	8979	-0.5353323	0	0.69
11035	77	55	103	79	22	24	0.9708543	-50	1.96
11036	62	54	87	78	8	9	0.9259993	-50	1.90
11037	58	50	92	77	8	15	0.1890343	-50	1.14
11038	65	57	94	78	8	16	0.0976113	-50	1.07
11039	6280	55	15923	79	6225	15844	-0.2515393	0	0.84
11040	56	52	99	73	4	26	-1.5994623	-50	0.33
11041	61	58	101	87	3	14	-1.1202943	-50	0.46
11042	78	64	112	90	14	22	0.4436073	-50	1.36
11043	66	64	88	89	2	-1		-50	-4.28
11044	72	59	111	94	13	17	0.7136963	-50	1.64
11045	74	64	134	89	10	45	-1.0588943	-50	0.48
11046	58	59	88	87	-1	1		-50	-2.14
11047	61	59	82	88	2	-6		-50	-0.71
11048	102	70	150	93	32	57	0.2630343	-50	1.20
11049	76	54	115	85	22	30	0.6507653	-50	1.57
11050	74	60	107	82	14	25	0.2630343	-50	1.20
11051	67	53	123	74	14	49	-0.7131193	-50	0.61
11052	78	58	103	82	20	21	1.0285693	-50	2.04
11053	67	52	94	76	15	18	0.8318773	-50	1.78
11054	76	51	122	72	25	50	0.0976113	-50	1.07
11055	55	50	107	76	5	31	-1.5145733	-50	0.35
11056	46	57	100	76	-11	24		-50	-0.98
11057	49	52	83	72	-3	11		-50	-0.58
11058	87	52	107	75	35	32	1.2265093	-50	2.34
11059	76	53	102	78	23	24	1.0356243	-50	2.05
11060	63	54	106	70	9	36	-0.8889693	-50	0.54
11061	106	51	117	69	55	48	1.2927823	-50	2.45
11062	3674	57	10675	78	3617	10597	-0.4540323	0	0.73
11063	93	54	107	72	39	35	1.2509623	-50	2.38
11064	73	56	137	73	17	64	-0.8109663	-50	0.57
11065	75	59	117	74	16	43	-0.3219283	-50	0.80
11066	174	55	206	68	119	138	0.8875253	-50	1.85
11067	65	54	107	81	11	26	-0.1360623	-50	0.91
11068	86	61	251	75	25	176	-1.7369663	-50	0.30
11069	67	56	110	81	11	29	-0.3040063	-50	0.81
11070	88	60	127	80	28	47	0.3448283	-50	1.27
11071	10158	62	17505	92	10096	17413	0.3103403	0	1.24
11072	4426	58	9255	78	4368	9177	0.0285693	0	1.02
11073	140	60	220	82	80	138	0.3103403	-50	1.24
11074	7577	62	19120	79	7515	19041	-0.2515393	0	0.84
11075	80	58	116	75	22	41	0.2016343	-50	1.15
11076	91	60	105	73	31	32	1.0496313	-50	2.07
11077	10397	58	25476	83	10339	25393	-0.2009133	0	0.87
11078	4814	55	10181	75	4759	10106	0.0143553	0	1.01
11079	94	56	251	79	38	172	-1.0892673	-50	0.47
11080	163	55	282	80	108	202	0.1890343	-50	1.14
11081	4199	51	9534	76	4148	9458	-0.0892673	0	0.94
11082	183	51	469	74	132	395	-0.4739313	-50	0.72
11083	68	52	102	78	16	24	0.5160153	-50	1.43
11084	86	50	134	77	36	57	0.4329593	-50	1.35
11085	66	50	101	71	16	30	0.1890343	-50	1.14
11086	156	52	306	76	104	230	-0.0439433	-50	0.97
11087	459	51	646	79	408	567	0.6229303	0	1.54
11088	79	53	112	73	26	39	0.5160153	-50	1.43
11089	179	53	536	72	126	464	-0.7858753	-50	0.58
11090	6537	52	17074	76	6485	16998	-0.2863043	0	0.82
11091	63	48	97	73	15	24	0.4222333	-50	1.34
11092	219	52	697	77	167	620	-0.7858753	-50	0.58
11093	60	55	113	81	5	32	-1.5994623	-50	0.33
11094	3221	68	5089	93	3153	4996	0.4329593	0	1.35
11095	79	66	144	86	13	58	-1.0588943	-50	0.48
11096	214	56	259	85	158	174	0.9560573	-50	1.94
11097	195	65	492	98	130	394	-0.4941093	-50	0.71
11098	9502	57	19106	87	9445	19019	0.0840643	0	1.06
11099	1852	63	5228	91	1789	5137	-0.4150373	0	0.75
11100	1228	61	3043	84	1167	2959	-0.2515393	0	0.84
11101	8831	59	22202	81	8772	22121	-0.2344653	0	0.85
11102	331	60	615	84	271	531	0.1243283	-50	1.09
11103	129	52	303	78	77	225	-0.4540323	-50	0.73
11104	10340	53	19814	82	10287	19732	0.1634993	0	1.12
11105	27233	56	43995	76	27177	43919	0.4005383	0	1.32
11106	208	47	694	76	161	618	-0.8365013	-50	0.56
11107	14644	56	27897	76	14588	27821	0.1634993	0	1.12
11108	52	52	98	75	0	23		-50	0.00
11109	55	49	108	71	6	37	-1.5145733	-50	0.35
11110	1801	55	3058	74	1746	2984	0.3219283	0	1.25
11111	107	64	186	85	43	101	-0.1360623	-50	0.91
11112	63	57	90	77	6	13	-0.0145003	-50	0.99
11113	9624	53	20637	71	9571	20566	0.0000003	0	1.00
11114	3186	57	10767	73	3129	10694	-0.6665763	0	0.63
11115	1615	54	4367	68	1561	4299	-0.3584543	0	0.78
11116	4835	53	11336	73	4782	11263	-0.1360623	0	0.91
11117	73	57	113	77	16	36	-0.0740013	-50	0.95
11118	6534	58	17915	77	6476	17838	-0.3584543	0	0.78
11119	8055	54	14026	75	8001	13951	0.2986583	0	1.23
11120	1281	58	4448	78	1223	4370	-0.7369663	0	0.60
11121	1104	55	2555	82	1049	2473	-0.1360623	0	0.91
11122	6025	57	13845	85	5968	13760	-0.1046973	0	0.93
11123	5239	59	11104	89	5180	11015	0.0143553	0	1.01
11124	3091	61	7770	79	3030	7691	-0.2515393	0	0.84
11125	3986	56	8588	86	3930	8502	-0.0145003	0	0.99
11126	5649	57	12440	85	5592	12355	-0.0439433	0	0.97
11127	102	48	203	71	54	132	-0.1844253	-50	0.88
11128	2239	51	4274	74	2188	4200	0.1505603	0	1.11
11129	200	55	426	77	145	349	-0.1681233	-50	0.89
11130	5014	53	11897	76	4961	11821	-0.1520033	0	0.90
11131	65	49	105	75	16	30	0.1890343	-50	1.14
11132	498	56	1337	82	442	1255	-0.4150373	0	0.75
11133	950	51	1448	80	899	1368	0.4956953	0	1.41
11134	151	55	340	79	96	261	-0.3400753	-50	0.79
11135	360	54	2048	76	306	1972	-1.5994623	-50	0.33
11136	679	53	1088	71	626	1017	0.4005383	0	1.32
11137	69	52	99	77	17	22	0.7224663	-50	1.65
11138	83	50	219	78	33	141	-1.0000003	-50	0.50
11139	289	51	591	75	238	516	-0.0145003	-50	0.99
11140	977	52	2200	73	925	2127	-0.1046973	0	0.93
11141	490	51	1134	79	439	1055	-0.1681233	0	0.89
11142	351	55	940	73	296	867	-0.4540323	-50	0.73
11143	1146	54	1405	74	1092	1331	0.8155753	0	1.76
11144	104	55	141	70	49	71	0.5655973	-50	1.48
11145	3977	59	9691	82	3918	9609	-0.2009133	0	0.87
11146	101	62	171	80	39	91	-0.1202943	-50	0.92
11147	2242	66	5678	77	2176	5601	-0.2688173	0	0.83
11148	7066	61	14558	93	7005	14465	0.0565843	0	1.04
11149	63	63	127	85	0	42		-50	0.00
11150	8420	63	19367	90	8357	19277	-0.1046973	0	0.93
11151	7265	61	14784	87	7204	14697	0.0703893	0	1.05
11152	65	56	107	80	9	27	-0.4941093	-50	0.71
11153	67	61	270	87	6	183	-3.8365013	-50	0.07
11154	5504	60	10469	84	5444	10385	0.1634993	0	1.12
11155	528	58	1058	78	470	980	0.0426443	0	1.03
11156	95	60	136	82	35	54	0.4750853	-50	1.39
11157	6781	59	14068	74	6722	13994	0.0426443	0	1.03
11158	3346	51	7752	72	3295	7680	-0.1202943	0	0.92
11159	94	54	146	77	40	69	0.3103403	-50	1.24
11160	176	53	194	78	123	116	1.1826923	-50	2.27
11161	2777	55	5909	75	2722	5834	0.0000003	0	1.00
11162	986	54	1759	70	932	1689	0.2387873	0	1.18
11163	138	52	399	74	86	325	-0.8109663	-50	0.57
11164	621	53	1139	76	568	1063	0.1890343	0	1.14
11165	11123	49	21384	74	11074	21310	0.1505603	0	1.11
11166	6835	52	12931	70	6783	12861	0.1763233	0	1.13
11167	4473	54	11198	73	4419	11125	-0.2344653	0	0.85
11168	79	59	145	71	20	74	-0.7858753	-50	0.58
11169	4544	52	11393	76	4492	11317	-0.2344653	0	0.85
11170	4401	60	9695	75	4341	9620	-0.0439433	0	0.97
11171	6655	58	12533	80	6597	12453	0.1763233	0	1.13
11172	87	54	213	75	33	138	-0.9714313	-50	0.51
11173	509	60	2442	80	449	2362	-1.2863043	0	0.41
11174	305	60	488	77	245	411	0.3561443	-50	1.28
11175	151	58	342	85	93	257	-0.3770703	-50	0.77
11176	17889	65	31755	93	17824	31662	0.2630343	0	1.20
11177	4911	56	8400	87	4855	8313	0.3219283	0	1.25
11178	4943	57	9696	81	4886	9615	0.1243283	0	1.09
11179	2464	54	5212	79	2410	5133	0.0000003	0	1.00
11180	446	55	1405	76	391	1329	-0.6665763	-50	0.63
11181	61	53	89	72	8	17	0.0143553	-50	1.01
11182	4502	60	9616	80	4442	9536	0.0000003	0	1.00
11183	5508	54	12738	72	5454	12666	-0.1202943	0	0.92
11184	4043	55	12955	80	3988	12875	-0.5994623	0	0.66
11185	2800	57	5833	76	2743	5757	0.0285693	0	1.02
11186	6279	56	12733	78	6223	12655	0.0703893	0	1.05
11187	113	52	255	77	61	178	-0.4540323	-50	0.73
11188	106	48	152	80	58	72	0.7824093	-50	1.72
11189	4368	57	11741	71	4311	11670	-0.3400753	0	0.79
11190	2711	54	6757	76	2657	6681	-0.2344653	0	0.85
11191	2783	55	7392	71	2728	7321	-0.3219283	0	0.80
11192	109	52	186	71	57	115	0.0840643	-50	1.06
11193	62	50	116	70	12	46	-0.8365013	-50	0.56
11194	896	53	1870	78	843	1792	0.0143553	0	1.01
11195	183	45	840	72	138	768	-1.3959293	-50	0.38
11196	1289	51	2891	72	1238	2819	-0.0892673	0	0.94
11197	1153	53	1818	68	1100	1750	0.4329593	0	1.35
11198	2409	56	5149	78	2353	5071	-0.0145003	0	0.99
11199	5410	56	11657	82	5354	11575	-0.0145003	0	0.99
11200	147	64	273	90	83	183	-0.0439433	-50	0.97
11201	67	55	152	88	12	64	-1.3219283	-50	0.40
11202	7959	60	16682	89	7899	16593	0.0285693	0	1.02
11203	130	64	205	91	66	114	0.3103403	-50	1.24
11204	6382	55	11885	84	6327	11801	0.2016343	0	1.15
11205	98	60	391	86	38	305	-1.8889693	-50	0.27
11206	131	62	286	86	69	200	-0.4344033	-50	0.74
11207	2694	57	4552	86	2637	4466	0.3334243	0	1.26
11208	86	51	148	77	35	71	0.0703893	-50	1.05
11209	62	56	103	74	6	29	-1.1844253	-50	0.44
11210	68	55	130	83	13	47	-0.7612133	-50	0.59
11211	107	48	137	76	59	61	1.0496313	-50	2.07
11212	67	54	94	72	13	22	0.3334243	-50	1.26
11213	6402	58	10498	76	6344	10422	0.3785123	0	1.30
11214	174	53	276	71	121	205	0.3334243	-50	1.26
11215	1268	54	4035	70	1214	3965	-0.5994623	0	0.66
11216	3763	57	8887	72	3706	8815	-0.1520033	0	0.90
11217	165	56	496	74	109	422	-0.8624963	-50	0.55
11218	4578	52	10358	71	4526	10287	-0.0892673	0	0.94
11219	6398	58	14900	73	6340	14827	-0.1202943	0	0.92
11220	65	50	120	68	15	52	-0.6896603	-50	0.62
11221	5483	50	10517	70	5433	10447	0.1505603	0	1.11
11222	93	57	110	75	36	35	1.1375043	-50	2.20
11223	6636	55	16535	74	6581	16461	-0.2175913	0	0.86
11224	92	55	319	73	37	246	-1.6438563	-50	0.32
11225	2250	60	8573	76	2190	8497	-0.8624963	0	0.55
11226	141	62	172	80	79	92	0.8797063	-50	1.84
11227	1314	54	3521	81	1260	3440	-0.3584543	0	0.78
11228	1187	60	2075	80	1127	1995	0.2750073	0	1.21
11229	2763	63	6090	86	2700	6004	-0.0588943	0	0.96
11230	1159	52	2612	79	1107	2533	-0.0892673	0	0.94
11231	140	57	247	75	83	172	0.0426443	-50	1.03
11232	343	49	583	78	294	505	0.3219283	-50	1.25
11233	743	52	2337	73	691	2264	-0.6214883	0	0.65
11234	5918	56	12104	81	5862	12023	0.0565843	0	1.04
11235	364	60	1486	78	304	1408	-1.1202943	-50	0.46
11236	1235	53	4482	72	1182	4410	-0.8109663	0	0.57
11237	10382	54	21589	74	10328	21515	0.0426443	0	1.03
11238	7099	53	14791	73	7046	14718	0.0285693	0	1.02
11239	4744	51	9599	73	4693	9526	0.0703893	0	1.05
11240	9131	54	18844	75	9077	18769	0.0426443	0	1.03
11241	61	56	103	69	5	34	-1.6896603	-50	0.31
11242	1566	54	4786	78	1512	4708	-0.5353323	0	0.69
11243	5624	53	11214	71	5571	11143	0.0976113	0	1.07
11244	8007	54	17485	70	7953	17415	-0.0291463	0	0.98
11245	4277	51	11235	78	4226	11157	-0.3040063	0	0.81
11246	1823	55	3663	74	1768	3589	0.0703893	0	1.05
11247	62	49	109	81	13	28	-0.0145003	-50	0.99
11248	3499	52	8485	72	3447	8413	-0.1844253	0	0.88
11249	2052	56	4363	74	1996	4289	0.0000003	0	1.00
11250	81	57	235	76	24	159	-1.6438563	-50	0.32
11251	119	60	231	71	59	160	-0.3400753	-50	0.79
11252	160	59	324	80	101	244	-0.1681233	-50	0.89
11253	328	62	135	81	266	54	3.3978033	-50	10.54
11254	219	54	476	84	165	392	-0.1520033	-50	0.90
11255	6131	57	14619	87	6074	14532	-0.1681233	0	0.89
11256	915	64	2033	78	851	1955	-0.1046973	0	0.93
11257	6614	64	14134	89	6550	14045	0.0000003	0	1.00
11258	73	57	112	83	16	29	0.2387873	-50	1.18
11259	6916	58	12891	82	6858	12809	0.2016343	0	1.15
11260	184	54	259	80	130	179	0.6322683	-50	1.55
11261	153	53	276	78	100	198	0.1110313	-50	1.08
11262	141	53	273	73	88	200	-0.0892673	-50	0.94
11263	124	54	181	67	70	114	0.3895673	-50	1.31
11264	3518	47	8896	71	3471	8825	-0.2515393	0	0.84
11265	3734	56	9792	73	3678	9719	-0.3040063	0	0.81
11266	167	51	219	73	116	146	0.7655353	-50	1.70
11267	8025	55	14983	76	7970	14907	0.1890343	0	1.14
11268	9016	51	19619	76	8965	19543	-0.0291463	0	0.98
11269	9068	56	22477	71	9012	22406	-0.2175913	0	0.86
11270	245	51	468	69	194	399	0.0565843	-50	1.04
11271	123	63	165	77	60	88	0.5459683	-50	1.46
11272	948	56	928	67	892	861	1.1505603	-50	2.22
11273	3754	55	7563	71	3699	7492	0.0840643	0	1.06
11274	15615	53	35698	72	15562	35626	-0.1046973	0	0.93
11275	4195	58	10215	75	4137	10140	-0.2009133	0	0.87
11276	4295	57	10170	76	4238	10094	-0.1520033	0	0.90
11277	93	57	265	78	36	187	-1.2863043	-50	0.41
11278	123	56	520	76	67	444	-1.6438563	-50	0.32
11279	2152	58	5183	77	2094	5106	-0.1844253	0	0.88
11280	4998	59	15236	76	4939	15160	-0.5145733	0	0.70
11281	103	63	189	86	40	103	-0.2688173	-50	0.83
11282	1563	53	3787	79	1510	3708	-0.2009133	0	0.87
11283	1456	55	4782	78	1401	4704	-0.6438563	0	0.64
11284	5002	61	12482	83	4941	12399	-0.2344653	0	0.85
11285	75	52	80	70	23	10	2.2986583	-50	4.92
11286	73	55	243	71	18	172	-2.1844253	-50	0.22
11287	12130	60	19623	79	12070	19544	0.4005383	0	1.32
11288	178	54	318	80	124	238	0.1505603	-50	1.11
11289	132	51	696	71	81	625	-1.8365013	-50	0.28
11290	7056	55	16265	76	7001	16189	-0.1046973	0	0.93
11291	5094	55	9280	78	5039	9202	0.2265093	0	1.17
11292	22219	51	41988	75	22168	41913	0.1763233	0	1.13
11293	20860	51	39472	73	20809	39399	0.1763233	0	1.13
11294	2643	55	8471	75	2588	8396	-0.5994623	0	0.66
11295	456	54	1480	68	402	1412	-0.7131193	0	0.61
11296	1462	51	4112	70	1411	4042	-0.4150373	0	0.75
11297	74	52	113	74	22	39	0.2750073	-50	1.21
11298	52	56	93	72	-4	21		-50	-0.41
11299	81	57	142	72	24	70	-0.4540323	-50	0.73
11300	125	54	181	74	71	107	0.5058913	-50	1.42
